ticker    ,sector                ,region                     ,piotroski_score,altman_score,beneish_score,surprise_score,beat_score,adjustment_score,earnings_quality_score,quality_grade
2HRA      ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DMYDB     ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LPK       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BEYOUT    ,Industrials           ,Africa / Middle East       ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALFPC     ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EGTX      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NNIT      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALTPC     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MCG       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AJAX      ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GEV       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BEC       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AFC       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ASCN      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALVU      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OFSYM     ,Consumer Staples      ,Africa / Middle East       ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LWB       ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ADV       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NXFIL     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SFPI      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LOCAL     ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ITD       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GTLY      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EM        ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SFOR      ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GAM       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AAG       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALNSE     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GSC1      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
JSE       ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EQL       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FRO       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALMDT     ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALPM      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AAA       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FG        ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TEN       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ATC       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WINE      ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DXRX      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PKP       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HPHA      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NSKOG     ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
PCELL     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DIA       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TET       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OS        ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AROBS     ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RVU       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SERI      ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AGP       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SUS       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ZAG       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BOOM      ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
STIL      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BIOV      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CMCOM     ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ECEL      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
JLP       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SAV       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FTE       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NOAP      ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LHYFE     ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SCLP      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RDF       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BORG      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DELIA     ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KTA       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALFRE     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SFOODS    ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GMR       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ENEA      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
RFG       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LEI       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IPH       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CGS       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BTLS      ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CANTA     ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
ELTEL     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HKFOODS   ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NVM       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
NRC       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MASI      ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BIKE      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SDY       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RUG       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IGV       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HYSG      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ORRON     ,Utilities             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SOM       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EKF       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TIG       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AFISH     ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MZX       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SNK       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FUM       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FLUGB     ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DEEZR     ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SHI       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GENO      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SPAN      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TNOM      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
MOLN      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KETL      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DHH       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EVOK      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FPIP      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SAAS      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ABNX      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MACF      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RM        ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ATR       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TLW       ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MOTR      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TRI       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
REALCONS  ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NORAM     ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DEVO      ,Communication Services,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALESE     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ELCO      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PQ        ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ECNL      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GIGA      ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RES       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BICO      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CIG       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MEDS      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GAV       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BANQ      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SYNT      ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ADOC      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SYNACT    ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HEALTH    ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KREATE    ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PYRUM     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CLAV      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PAX       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MPAC      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NETIB     ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GEO       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NEA       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SIVI      ,Utilities             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AMC       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SWA       ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
VLS       ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SOLI      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALLDL     ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MGN       ,Utilities             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CEK       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AET       ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NTG       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ANP       ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EG7       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALPUL     ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ONCO      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SBC       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
4DS       ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NOVA      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DKUPL     ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OLE       ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ED4       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
PANR      ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SRP       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CRJ       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
INISSB    ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WLT       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LIK       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OSE       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SCP       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MAAT      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CO        ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
XAR       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TPG0      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SDI       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CALN      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WYN       ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
VLG       ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RWA       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SFR       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SEDANA    ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CINT      ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
ALL       ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MUL       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PIERCE    ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BCX       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ESF       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
QBY       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TES       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RSL2      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
UD        ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TCM       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
1SN       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
W5        ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PWO       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SES       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IQE       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BOR       ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NOHAL     ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SEFER     ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EKOP      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ERB       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NXTMH     ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KAMUX     ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ELC       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EAH       ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MBH       ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
11B       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RAUTE     ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SPA       ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ORON      ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SITOWS    ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
VOC       ,Communication Services,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PYT       ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
APETIT    ,Consumer Staples      ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SPSY      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALSEN     ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALDEL     ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
