ticker    ,name                                                                                   ,sector                ,industry                                             ,exchange,market_cap,enterprise_value,last_price,price_target,composite_quality_score,quality_tier
CZG       ,Colt CZ Group SE                                                                       ,Industrials           ,Aerospace and Defense                                ,SEP     ,2548.11   ,3123.38         ,833.0     ,890.25      ,50.651930261519304     ,Above Avg
ENELAM    ,Enel Américas S.A.                                                                     ,Utilities             ,Electric Utilities                                   ,SNSE    ,10129.5   ,17845.88        ,82.51     ,105.4362    ,50.64204545454545      ,Above Avg
STEM      ,SThree plc                                                                             ,Industrials           ,Professional Services                                ,LSE     ,337.8     ,309.71          ,1.94      ,2.4875      ,50.633950809464515     ,Above Avg
IWS       ,Integrated Wind Solutions ASA                                                          ,Industrials           ,Construction and Engineering                         ,OB      ,220.72    ,453.06          ,52.99     ,58.5        ,50.6333281444583       ,Above Avg
A251270   ,Netmarble Corporation                                                                  ,Communication Services,Entertainment                                        ,KOSE    ,2984.72   ,3477.86         ,52800.0   ,70521.7391  ,50.61900684931508      ,Above Avg
TUA       ,Tuas Limited                                                                           ,Communication Services,Diversified Telecommunication Services               ,ASX     ,2707.8    ,2641.33         ,7.09      ,9.9316      ,50.617528019925295     ,Above Avg
688409    ,Shenyang Fortune Precision Equipment Co. Ltd.                                          ,Information Technology,Semiconductors and Semiconductor Equipment           ,SHSE    ,4625.08   ,4907.15         ,105.57    ,91.8        ,50.60740971357411      ,Above Avg
MGS       ,Magis S.p.A.                                                                           ,Materials             ,Chemicals                                            ,BIT     ,72.58     ,69.45           ,10.5      ,12.75       ,50.60546388542965      ,Above Avg
GGPS3     ,GPS Participações e Empreendimentos S.A.                                               ,Industrials           ,Commercial Services and Supplies                     ,BOVESPA ,2672.14   ,3105.26         ,18.74     ,22.6867     ,50.600560398505614     ,Above Avg
000997    ,Newland Digital Technology Co.Ltd.                                                     ,Information Technology,Software                                             ,SZSE    ,3952.04   ,3441.49         ,27.32     ,38.71       ,50.59923723536738      ,Above Avg
603650    ,Red Avenue New Materials Group Co. Ltd.                                                ,Materials             ,Chemicals                                            ,SHSE    ,5022.93   ,5467.19         ,56.95     ,53.0        ,50.597602739726035     ,Above Avg
PLX       ,Vietnam National Petroleum Group                                                       ,Energy                ,Oil Gas and Consumable Fuels                         ,HOSE    ,2891.17   ,2822.1          ,58900.0   ,44620.0     ,50.59464508094646      ,Above Avg
TALABAT   ,Talabat Holding plc                                                                    ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,DFM     ,5897.36   ,5258.89         ,0.93      ,1.5609      ,50.59386674968868      ,Above Avg
PDFS      ,PDF Solutions Inc.                                                                     ,Information Technology,Semiconductors and Semiconductor Equipment           ,NasdaqGS,1258.49   ,1296.39         ,31.85     ,34.75       ,50.59153175591532      ,Above Avg
COGN3     ,Cogna Educação S.A.                                                                    ,Consumer Discretionary,Diversified Consumer Services                        ,BOVESPA ,1904.82   ,3108.84         ,4.55      ,4.7045      ,50.59145392278955      ,Above Avg
ASB       ,ASBISc Enterprises Plc                                                                 ,Information Technology,Electronic Equipment Instruments and Components      ,WSE     ,604.66    ,847.14          ,38.6      ,34.7239     ,50.587640099626405     ,Above Avg
603885    ,Juneyao Airlines Co. Ltd                                                               ,Industrials           ,Passenger Airlines                                   ,SHSE    ,4658.93   ,9305.37         ,15.04     ,15.1        ,50.58608343711084      ,Above Avg
NUTX      ,Nutex Health Inc.                                                                      ,Health Care           ,Health Care Providers and Services                   ,NasdaqCM,1052.23   ,1365.65         ,148.79    ,250.0       ,50.57767745952679      ,Above Avg
MYPK3     ,Iochpe-Maxion S.A.                                                                     ,Consumer Discretionary,Automobile Components                                ,BOVESPA ,313.78    ,1165.29         ,11.02     ,14.15       ,50.56444582814446      ,Above Avg
SARO      ,StandardAero Inc.                                                                      ,Industrials           ,Aerospace and Defense                                ,NYSE    ,10281.14  ,12752.65        ,30.89     ,36.25       ,50.54763387297635      ,Above Avg
ORK       ,Orkla ASA                                                                              ,Consumer Staples      ,Food Products                                        ,OB      ,11706.39  ,13904.4         ,114.2     ,115.4       ,50.53977272727274      ,Above Avg
603881    ,Shanghai @hub Co.Ltd.                                                                  ,Information Technology,IT Services                                          ,SHSE    ,3882.59   ,3910.14         ,37.57     ,34.466      ,50.53556973848069      ,Above Avg
GN        ,GN Store Nord A/S                                                                      ,Consumer Discretionary,Household Durables                                   ,CPSE    ,2573.61   ,4201.47         ,111.05    ,142.8571    ,50.52965442092155      ,Above Avg
1193      ,China Resources Gas Group Limited                                                      ,Utilities             ,Gas Utilities                                        ,SEHK    ,6357.31   ,11386.52        ,21.5      ,22.9176     ,50.526930261519304     ,Above Avg
SOMA      ,Solstad Maritime ASA                                                                   ,Energy                ,Energy Equipment and Services                        ,OB      ,1057.6    ,1674.02         ,21.8      ,23.3333     ,50.51984744707349      ,Above Avg
534309    ,NBCC (India) Limited                                                                   ,Industrials           ,Construction and Engineering                         ,BSE     ,2910.89   ,2379.97         ,98.85     ,146.0       ,50.4946295143213       ,Above Avg
PINS      ,Pinterest Inc.                                                                         ,Communication Services,Interactive Media and Services                       ,NYSE    ,14950.09  ,12484.05        ,22.13     ,36.0528     ,50.49213885429639      ,Above Avg
AG1       ,AUTO1 Group SE                                                                         ,Consumer Discretionary,Specialty Retail                                     ,XTRA    ,7303.59   ,8288.4          ,27.9      ,34.9539     ,50.491516189290174     ,Above Avg
MBWS      ,Marie Brizard Wine & Spirits SA                                                        ,Consumer Staples      ,Beverages                                            ,ENXTPA  ,372.1     ,320.2           ,2.8       ,3.0         ,50.48614570361148      ,Above Avg
688396    ,China Resources Microelectronics Limited                                               ,Information Technology,Semiconductors and Semiconductor Equipment           ,SHSE    ,12178.35  ,11145.08        ,63.77     ,49.26       ,50.48451120797011      ,Above Avg
NOS       ,NOS S.G.P.S. S.A.                                                                      ,Communication Services,Diversified Telecommunication Services               ,ENXTLS  ,2665.82   ,4723.8          ,4.385     ,4.05        ,50.476961394769624     ,Above Avg
512455    ,Lloyds Metals and Energy Limited                                                       ,Materials             ,Metals and Mining                                    ,BSE     ,6362.87   ,7190.61         ,1102.65   ,1692.0      ,50.476805728518066     ,Above Avg
YTLPOWR   ,YTL Power International Berhad                                                         ,Utilities             ,Multi-Utilities                                      ,KLSE    ,7074.17   ,13965.48        ,3.23      ,4.4036      ,50.46902241594024      ,Above Avg
RDF       ,Redelfi S.p.A.                                                                         ,Information Technology,IT Services                                          ,BIT     ,148.96    ,190.32          ,11.3      ,13.9933     ,50.466920921544215     ,Above Avg
4812      ,Dentsu Soken Inc.                                                                      ,Information Technology,IT Services                                          ,TSE     ,3072.15   ,3052.05         ,2436.0    ,2611.1111   ,50.46450809464509      ,Above Avg
MTS       ,Metcash Limited                                                                        ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,ASX     ,2542.72   ,3798.1          ,3.32      ,3.9308      ,50.4612391033624       ,Above Avg
AER       ,AerCap Holdings N.V.                                                                   ,Industrials           ,Trading Companies and Distributors                   ,NYSE    ,23871.26  ,66192.3         ,143.66    ,153.6667    ,50.45298879202989      ,Above Avg
GEA       ,Grenevia S.A.                                                                          ,Industrials           ,Machinery                                            ,WSE     ,527.15    ,581.34          ,3.25      ,3.49        ,50.45197696139478      ,Above Avg
DKUPL     ,ADLPartner SA                                                                          ,Communication Services,Media                                                ,ENXTPA  ,131.67    ,207.08          ,27.9      ,32.0        ,50.44870797011209      ,Above Avg
OOREDOO   ,National Mobile Telecommunications Company K.S.C.P.                                    ,Communication Services,Wireless Telecommunication Services                  ,KWSE    ,2738.55   ,3153.22         ,1.675     ,1.825       ,50.44722914072229      ,Above Avg
BOY       ,Bodycote plc                                                                           ,Industrials           ,Machinery                                            ,LSE     ,1758.4    ,1994.37         ,7.455     ,8.0687      ,50.44193648816937      ,Above Avg
600499    ,Keda Industrial Group Co. Ltd.                                                         ,Industrials           ,Machinery                                            ,SHSE    ,4727.89   ,5549.78         ,17.69     ,12.0        ,50.43477584059777      ,Above Avg
PODR      ,Podravka d.d.                                                                          ,Consumer Staples      ,Food Products                                        ,ZGSE    ,1277.89   ,1783.34         ,153.0     ,148.366     ,50.4343088418431       ,Above Avg
OPN       ,Oponeo.pl S.A.                                                                         ,Consumer Discretionary,Specialty Retail                                     ,WSE     ,318.71    ,458.72          ,100.5     ,110.0       ,50.42076587795767      ,Above Avg
4072      ,MBC Group                                                                              ,Communication Services,Media                                                ,SASE    ,2600.99   ,2333.01         ,29.34     ,44.8        ,50.41578455790785      ,Above Avg
BVT       ,The Bidvest Group Limited                                                              ,Industrials           ,Industrial Conglomerates                             ,JSE     ,4935.16   ,7472.13         ,234.56    ,291.3917    ,50.411892901618934     ,Above Avg
GRSE      ,Garden Reach Shipbuilders & Engineers Limited                                          ,Industrials           ,Aerospace and Defense                                ,NSEI    ,3453.49   ,3112.62         ,2764.2    ,2347.0      ,50.41033623910337      ,Above Avg
4661      ,Oriental Land Co. Ltd.                                                                 ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,TSE     ,28704.26  ,27222.09        ,2709.5    ,3738.3146   ,50.40784557907847      ,Above Avg
STRS      ,Strauss Group Ltd.                                                                     ,Consumer Staples      ,Food Products                                        ,TASE    ,4417.1    ,5287.13         ,117.1     ,113.75      ,50.396871108343724     ,Above Avg
HPG       ,Hoa Phat Group Joint Stock Company                                                     ,Materials             ,Metals and Mining                                    ,HOSE    ,7946.78   ,10686.61        ,26800.0   ,35351.2821  ,50.38636363636363      ,Above Avg
VOES      ,Voltamp Energy SAOG                                                                    ,Industrials           ,Electrical Equipment                                 ,MSM     ,413.36    ,427.75          ,1.7       ,1.472       ,50.378191158156916     ,Above Avg
BORR      ,Borr Drilling Limited                                                                  ,Energy                ,Energy Equipment and Services                        ,NYSE    ,1436.16   ,3264.86         ,4.68      ,4.64        ,50.37772415940225      ,Above Avg
BOROUGE   ,Borouge plc                                                                            ,Materials             ,Chemicals                                            ,ADX     ,21249.66  ,24194.56        ,2.61      ,2.7941      ,50.37741282689914      ,Above Avg
MARR      ,MARR S.p.A.                                                                            ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,BIT     ,677.19    ,980.58          ,8.96      ,11.65       ,50.37468866749689      ,Above Avg
LDB       ,Lindbergh S.p.A.                                                                       ,Industrials           ,Ground Transportation                                ,BIT     ,85.78     ,90.79           ,7.58      ,7.85        ,50.37375466998755      ,Above Avg
FGR       ,Eiffage SA                                                                             ,Industrials           ,Construction and Engineering                         ,ENXTPA  ,14288.54  ,29254.68        ,124.95    ,153.9111    ,50.3700186799502       ,Above Avg
GP        ,Grameenphone Ltd.                                                                      ,Communication Services,Wireless Telecommunication Services                  ,DSE     ,2957.47   ,3492.45         ,267.8     ,309.75      ,50.35966687422167      ,Above Avg
NTPCGREEN ,NTPC Green Energy Limited                                                              ,Utilities             ,Independent Power and Renewable Electricity Producers,NSEI    ,7919.18   ,10279.13        ,86.17     ,106.25      ,50.3506382316314       ,Above Avg
HYPE3     ,Hypera S.A.                                                                            ,Health Care           ,Pharmaceuticals                                      ,BOVESPA ,3033.6    ,4456.82         ,25.21     ,30.0769     ,50.344956413449566     ,Above Avg
4088      ,Air Water Inc.                                                                         ,Materials             ,Chemicals                                            ,TSE     ,3471.51   ,5953.79         ,2344.5    ,3045.0      ,50.337017434620186     ,Above Avg
600259    ,Rising Nonferrous Metals Share Co.Ltd.                                                 ,Materials             ,Metals and Mining                                    ,SHSE    ,3847.18   ,4047.56         ,79.49     ,34.13       ,50.33522727272729      ,Above Avg
TCOM      ,Trip.com Group Limited                                                                 ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,NasdaqGS,40111.64  ,33542.37        ,61.37     ,86.6128     ,50.32409713574097      ,Above Avg
TIBN      ,Bergbahnen Engelberg-Trübsee-Titlis AG                                                 ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,SWX     ,265.07    ,322.88          ,61.0      ,48.0        ,50.323163138231635     ,Above Avg
ALEFEDT   ,Alef Education Holding plc                                                             ,Consumer Discretionary,Diversified Consumer Services                        ,ADX     ,1963.24   ,1830.12         ,1.03      ,1.4         ,50.315924657534254     ,Above Avg
000739    ,Apeloa Pharmaceutical Co.Ltd                                                           ,Health Care           ,Pharmaceuticals                                      ,SZSE    ,3033.18   ,2702.34         ,18.36     ,19.0        ,50.30884184308842      ,Above Avg
RHK       ,RHÖN-KLINIKUM Aktiengesellschaft                                                       ,Health Care           ,Health Care Providers and Services                   ,XTRA    ,1049.77   ,989.94          ,13.2      ,14.25       ,50.30876400996265      ,Above Avg
7752      ,Ricoh Company Ltd.                                                                     ,Information Technology,Technology Hardware Storage and Peripherals          ,TSE     ,5009.61   ,7537.76         ,1362.0    ,1427.7778   ,50.30697384806975      ,Above Avg
6728      ,ULVAC Inc.                                                                             ,Information Technology,Semiconductors and Semiconductor Equipment           ,TSE     ,2641.01   ,2344.09         ,8300.0    ,8437.5      ,50.30277085927772      ,Above Avg
EXE       ,Extendicare Inc.                                                                       ,Health Care           ,Health Care Providers and Services                   ,TSX     ,1608.72   ,1734.85         ,23.19     ,25.25       ,50.29872353673725      ,Above Avg
SYS       ,SYS-DAT S.p.A.                                                                         ,Information Technology,Software                                             ,BIT     ,234.91    ,181.21          ,6.32      ,8.6         ,50.292185554171866     ,Above Avg
600598    ,Heilongjiang Agriculture Company Limited                                               ,Consumer Staples      ,Food Products                                        ,SHSE    ,4475.27   ,3633.66         ,17.5      ,18.0        ,50.28829389788294      ,Above Avg
300457    ,Shenzhen Yinghe Technology Co. Ltd                                                     ,Industrials           ,Machinery                                            ,SZSE    ,2526.62   ,2349.98         ,27.5      ,24.15       ,50.28720423412205      ,Above Avg
WEW       ,Westwing Group SE                                                                      ,Consumer Discretionary,Specialty Retail                                     ,XTRA    ,321.17    ,291.7           ,14.35     ,20.75       ,50.28541407222915      ,Above Avg
AT        ,Ashtead Technology Holdings Plc                                                        ,Industrials           ,Trading Companies and Distributors                   ,LSE     ,446.57    ,627.67          ,4.035     ,6.5912      ,50.28525840597759      ,Above Avg
4017      ,Dr. Soliman Abdel Kader Fakeeh Hospital Company                                        ,Health Care           ,Health Care Providers and Services                   ,SASE    ,2174.47   ,2460.65         ,35.46     ,43.74       ,50.28502490660027      ,Above Avg
MNDY      ,monday.com Ltd.                                                                        ,Information Technology,Software                                             ,NasdaqGS,5915.53   ,4295.82         ,114.75    ,225.4       ,50.28479140722292      ,Above Avg
FRAS      ,Frasers Group Plc                                                                      ,Consumer Discretionary,Specialty Retail                                     ,LSE     ,4124.26   ,6853.37         ,6.955     ,8.225       ,50.28276774595268      ,Above Avg
DAR       ,Darling Ingredients Inc.                                                               ,Consumer Staples      ,Food Products                                        ,NYSE    ,7222.78   ,11551.89        ,45.66     ,48.7692     ,50.27879825653799      ,Above Avg
603663    ,Sanxiang Advanced Materials Co. Ltd.                                                   ,Materials             ,Chemicals                                            ,SHSE    ,2569.13   ,2604.88         ,42.19     ,48.0        ,50.270625778331265     ,Above Avg
ATRL      ,AtkinsRéalis Group Inc.                                                                ,Industrials           ,Construction and Engineering                         ,TSX     ,11544.13  ,11838.72        ,95.56     ,117.3571    ,50.26673412204235      ,Above Avg
WHC       ,Whitehaven Coal Limited                                                                ,Energy                ,Oil Gas and Consumable Fuels                         ,ASX     ,5080.03   ,5655.98         ,8.83      ,8.8714      ,50.2626089663761       ,Above Avg
BIO       ,Bio-Rad Laboratories Inc.                                                              ,Health Care           ,Life Sciences Tools and Services                     ,NYSE    ,8019.06   ,7995.76         ,293.7     ,348.0       ,50.26004047322541      ,Above Avg
CBF       ,Cyber_Folks S.A.                                                                       ,Communication Services,Diversified Telecommunication Services               ,WSE     ,888.92    ,1109.01         ,206.0     ,210.84      ,50.251634495641355     ,Above Avg
003021    ,Shenzhen Zhaowei Machinery & Electronics Co. Ltd.                                      ,Industrials           ,Electrical Equipment                                 ,SZSE    ,4053.47   ,3932.69         ,117.06    ,107.0       ,50.248988169364885     ,Above Avg
QNST      ,QuinStreet Inc.                                                                        ,Communication Services,Interactive Media and Services                       ,NasdaqGS,754.23    ,662.74          ,13.29     ,22.0        ,50.248988169364885     ,Above Avg
APLS      ,Apellis Pharmaceuticals Inc.                                                           ,Health Care           ,Biotechnology                                        ,NasdaqGS,2856.94   ,2852.08         ,22.58     ,33.9474     ,50.2446295143213       ,Above Avg
ZD        ,Ziff Davis Inc.                                                                        ,Communication Services,Interactive Media and Services                       ,NasdaqGS,1509.88   ,1902.85         ,38.22     ,43.4286     ,50.24439601494396      ,Above Avg
TWEKA     ,TKH Group N.V.                                                                         ,Industrials           ,Electrical Equipment                                 ,ENXTAM  ,1755.15   ,2568.13         ,37.04     ,48.725      ,50.235523038605244     ,Above Avg
ZEP       ,ZE PAK SA                                                                              ,Utilities             ,Electric Utilities                                   ,WSE     ,279.44    ,323.9           ,19.48     ,26.4        ,50.235367372353686     ,Above Avg
7564      ,Workman Co.Ltd.                                                                        ,Consumer Discretionary,Specialty Retail                                     ,TSE     ,3353.8    ,2840.33         ,6360.0    ,6408.8889   ,50.233343711083435     ,Above Avg
MDIA3     ,M. Dias Branco S.A. Indústria e Comércio de Alimentos                                  ,Consumer Staples      ,Food Products                                        ,BOVESPA ,1583.22   ,1520.11         ,24.83     ,27.99       ,50.231475716064764     ,Above Avg
VBL       ,Varun Beverages Limited                                                                ,Consumer Staples      ,Beverages                                            ,NSEI    ,17382.38  ,17396.84        ,471.25    ,600.3846    ,50.23124221668743      ,Above Avg
ABSO      ,Absolent Air Care Group AB (publ)                                                      ,Industrials           ,Building Products                                    ,OM      ,243.22    ,267.91          ,190.5     ,310.0       ,50.22875155666252      ,Above Avg
T         ,AT&T Inc.                                                                              ,Communication Services,Diversified Telecommunication Services               ,NYSE    ,184439.77 ,339207.77       ,26.21     ,29.3261     ,50.2277397260274       ,Above Avg
601921    ,Zhejiang Publishing & Media Co. Ltd.                                                   ,Communication Services,Media                                                ,SHSE    ,2653.34   ,1071.37         ,8.3       ,10.0        ,50.22727272727273      ,Above Avg
MNKD      ,MannKind Corporation                                                                   ,Health Care           ,Biotechnology                                        ,NasdaqGM,1774.87   ,1740.26         ,5.78      ,9.6111      ,50.21832191780823      ,Above Avg
OFSA3     ,Ouro Fino Saúde Animal Participações S.A.                                              ,Health Care           ,Pharmaceuticals                                      ,BOVESPA ,250.85    ,309.04          ,24.54     ,24.0        ,50.21769925280199      ,Above Avg
603198    ,Anhui Yingjia Distillery Co. Ltd.                                                      ,Consumer Staples      ,Beverages                                            ,SHSE    ,4675.89   ,4248.06         ,40.63     ,54.2067     ,50.216609589041106     ,Above Avg
MTNN      ,MTN Nigeria Communications PLC                                                         ,Communication Services,Wireless Telecommunication Services                  ,NGSE    ,8646.16   ,10424.2         ,572.0     ,552.9229    ,50.20602428393525      ,Above Avg
PVLA      ,Palvella Therapeutics Inc.                                                             ,Health Care           ,Biotechnology                                        ,NasdaqCM,907.74    ,860.19          ,76.69     ,184.0667    ,50.20392278953924      ,Above Avg
PETS      ,Pets at Home Group Plc                                                                 ,Consumer Discretionary,Specialty Retail                                     ,LSE     ,1255.99   ,1734.39         ,2.046     ,2.244       ,50.19909713574098      ,Above Avg
688012    ,Advanced Micro-Fabrication Equipment Inc. China                                        ,Information Technology,Semiconductors and Semiconductor Equipment           ,SHSE    ,31236.57  ,30147.52        ,347.95    ,339.2941    ,50.197073474470734     ,Above Avg
PR        ,Permian Resources Corporation                                                          ,Energy                ,Oil Gas and Consumable Fuels                         ,NYSE    ,13376.57  ,16856.45        ,16.13     ,18.3809     ,50.18695516811956      ,Above Avg
VECO      ,Veeco Instruments Inc.                                                                 ,Information Technology,Semiconductors and Semiconductor Equipment           ,NasdaqGS,1878.88   ,1771.98         ,31.23     ,33.5        ,50.18469800747198      ,Above Avg
ABBV      ,AbbVie Inc.                                                                            ,Health Care           ,Biotechnology                                        ,NYSE    ,394144.45 ,457365.45       ,223.01    ,245.037     ,50.18298567870486      ,Above Avg
CVE       ,Cenovus Energy Inc.                                                                    ,Energy                ,Oil Gas and Consumable Fuels                         ,TSX     ,37221.21  ,43283.79        ,26.87     ,29.0        ,50.182051681195524     ,Above Avg
KDP       ,Keurig Dr Pepper Inc.                                                                  ,Consumer Staples      ,Beverages                                            ,NasdaqGS,37279.52  ,55393.52        ,27.44     ,34.4286     ,50.18111768368619      ,Above Avg
F34       ,Wilmar International Limited                                                           ,Consumer Staples      ,Food Products                                        ,SGX     ,16634.86  ,35747.92        ,3.39      ,3.169       ,50.17699252801993      ,Above Avg
INWI      ,Inwido AB (publ)                                                                       ,Industrials           ,Building Products                                    ,OM      ,1005.54   ,1153.49         ,153.8     ,213.3333    ,50.17146637608967      ,Above Avg
BRPT      ,PT Barito Pacific Tbk                                                                  ,Materials             ,Chemicals                                            ,IDX     ,12054.17  ,19543.94        ,2160.0    ,2444.68     ,50.17099937733501      ,Above Avg
CASH      ,Prosegur Cash S.A.                                                                     ,Industrials           ,Commercial Services and Supplies                     ,BME     ,1115.68   ,2128.39         ,0.641     ,0.8644      ,50.16337173100873      ,Above Avg
SNCY      ,Sun Country Airlines Holdings Inc.                                                     ,Industrials           ,Passenger Airlines                                   ,NasdaqGS,937.58    ,1337.11         ,17.54     ,19.4286     ,50.15496575342467      ,Above Avg
NJR       ,New Jersey Resources Corporation                                                       ,Utilities             ,Gas Utilities                                        ,NYSE    ,4984.81   ,8751.91         ,49.48     ,54.7143     ,50.15395392278955      ,Above Avg
KNOW      ,Knowit AB (publ)                                                                       ,Information Technology,IT Services                                          ,OM      ,359.08    ,427.24          ,116.6     ,147.0       ,50.153019925280205     ,Above Avg
600346    ,Hengli Petrochemical Co.Ltd.                                                           ,Materials             ,Chemicals                                            ,SHSE    ,26429.28  ,44397.65        ,26.1      ,23.1467     ,50.14181195516813      ,Above Avg
REHN      ,Romande Energie Holding SA                                                             ,Utilities             ,Electric Utilities                                   ,SWX     ,1424.27   ,1742.68         ,42.8      ,46.1        ,50.13472914072229      ,Above Avg
177       ,Jiangsu Expressway Company Limited                                                     ,Industrials           ,Transportation Infrastructure                        ,SEHK    ,8212.23   ,14543.47        ,10.3      ,11.12       ,50.13013698630137      ,Above Avg
1         ,CK Hutchison Holdings Limited                                                          ,Industrials           ,Industrial Conglomerates                             ,SEHK    ,31009.39  ,71831.01        ,63.25     ,67.0375     ,50.10344022415941      ,Above Avg
8031      ,Mitsui & Co. Ltd.                                                                      ,Industrials           ,Trading Companies and Distributors                   ,TSE     ,92935.63  ,119553.23       ,5035.0    ,4762.3077   ,50.1009495641345       ,Above Avg
600867    ,Tonghua Dongbao Pharmaceutical Co. Ltd.                                                ,Health Care           ,Pharmaceuticals                                      ,SHSE    ,2530.19   ,2405.44         ,9.05      ,10.5967     ,50.094411581569126     ,Above Avg
ALGN      ,Align Technology Inc.                                                                  ,Health Care           ,Health Care Equipment and Supplies                   ,NasdaqGS,11697.4   ,10814.08        ,163.03    ,183.8667    ,50.08904109589041      ,Above Avg
600361    ,Innovation New Material Technology Co. Ltd.                                            ,Materials             ,Metals and Mining                                    ,SHSE    ,2561.18   ,3213.22         ,4.74      ,5.3         ,50.08841843088419      ,Above Avg
002080    ,Sinoma Science & Technology Co.Ltd.                                                    ,Materials             ,Chemicals                                            ,SZSE    ,10351.58  ,13545.12        ,42.88     ,37.02       ,50.081569115815704     ,Above Avg
600435    ,North Navigation Control Technology Co.Ltd.                                            ,Industrials           ,Machinery                                            ,SHSE    ,3589.77   ,3538.55         ,16.5      ,16.085      ,50.07721046077211      ,Above Avg
SOKM      ,Sok Marketler Ticaret A.S.                                                             ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,IBSE    ,884.63    ,906.59          ,64.85     ,79.3578     ,50.07433063511831      ,Above Avg
MFI       ,Maple Leaf Foods Inc.                                                                  ,Consumer Staples      ,Food Products                                        ,TSX     ,2307.59   ,3374.07         ,25.23     ,34.0        ,50.07394146948942      ,Above Avg
SISE      ,Türkiye Sise Ve Cam Fabrikalari A.S.                                                   ,Industrials           ,Industrial Conglomerates                             ,IBSE    ,3204.61   ,6424.47         ,45.5      ,51.1778     ,50.073474470734745     ,Above Avg
688676    ,Hainan Jinpan Smart Technology Co. Ltd.                                                ,Industrials           ,Electrical Equipment                                 ,SHSE    ,6006.52   ,6191.23         ,91.52     ,82.6667     ,50.07028331257784      ,Above Avg
DANA      ,Dana Gas PJSC                                                                          ,Energy                ,Oil Gas and Consumable Fuels                         ,ADX     ,1779.08   ,1808.09         ,0.934     ,1.076       ,50.06857098381071      ,Above Avg
VALE3     ,Vale S.A.                                                                              ,Materials             ,Metals and Mining                                    ,BOVESPA ,68431.63  ,84977.76        ,84.32     ,80.4297     ,50.06654732254047      ,Above Avg
002048    ,Ningbo Huaxiang Electronic Co. Ltd.                                                    ,Consumer Discretionary,Automobile Components                                ,SZSE    ,3862.93   ,3985.71         ,33.04     ,31.05       ,50.06000933997511      ,Above Avg
1928      ,Sands China Ltd.                                                                       ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,SEHK    ,17643.04  ,23774.56        ,17.03     ,23.3498     ,50.0596201743462       ,Above Avg
F         ,Ford Motor Company                                                                     ,Consumer Discretionary,Automobiles                                          ,NYSE    ,55304.84  ,187040.84       ,13.88     ,13.7616     ,50.05557285180574      ,Above Avg
ONDS      ,Ondas Inc.                                                                             ,Information Technology,Communications Equipment                             ,NasdaqCM,4394.7    ,3962.25         ,10.36     ,18.375      ,50.054016189290174     ,Above Avg
603565    ,Shanghai Zhonggu Logistics Co. Ltd.                                                    ,Industrials           ,Marine Transportation                                ,SHSE    ,3090.55   ,2870.22         ,10.23     ,12.8467     ,50.03720423412205      ,Above Avg
788       ,China Tower Corporation Limited                                                        ,Communication Services,Diversified Telecommunication Services               ,SEHK    ,25196.4   ,36622.76        ,11.26     ,13.4231     ,50.035336239103366     ,Above Avg
AAV       ,Advantage Energy Ltd.                                                                  ,Energy                ,Oil Gas and Consumable Fuels                         ,TSX     ,1349.88   ,1943.91         ,11.01     ,14.7273     ,50.029810087173104     ,Above Avg
HOME      ,Neinor Homes S.A.                                                                      ,Consumer Discretionary,Household Durables                                   ,BME     ,2352.99   ,2388.14         ,20.1      ,20.0083     ,49.99455168119552      ,Below Avg
4507      ,Shionogi & Co. Ltd.                                                                    ,Health Care           ,Pharmaceuticals                                      ,TSE     ,17452.61  ,16208.27        ,3174.0    ,2795.0      ,49.98676836861769      ,Below Avg
AYGAZ     ,Aygaz A.S.                                                                             ,Utilities             ,Gas Utilities                                        ,IBSE    ,1211.9    ,1142.66         ,239.8     ,265.23      ,49.971279576587804     ,Below Avg
002821    ,Asymchem Laboratories (Tianjin) Co. Ltd.                                               ,Health Care           ,Pharmaceuticals                                      ,SZSE    ,5020.26   ,3933.64         ,99.13     ,127.1478    ,49.97034557907846      ,Below Avg
PHIL      ,Philogen S.p.A.                                                                        ,Health Care           ,Biotechnology                                        ,BIT     ,1004.57   ,899.4           ,21.0      ,26.0        ,49.959215442092166     ,Below Avg
PRLB      ,Proto Labs Inc.                                                                        ,Industrials           ,Machinery                                            ,NYSE    ,1246.69   ,1110.74         ,52.65     ,56.6667     ,49.95555728518058      ,Below Avg
MTL       ,Mullen Group Ltd.                                                                      ,Industrials           ,Ground Transportation                                ,TSX     ,1130.47   ,1890.81         ,16.08     ,18.675      ,49.95485678704857      ,Below Avg
LYKOA     ,Lyko Group AB (publ)                                                                   ,Consumer Discretionary,Specialty Retail                                     ,OM      ,161.27    ,290.53          ,93.4      ,108.6667    ,49.95267745952679      ,Below Avg
CYD       ,China Yuchai International Limited                                                     ,Industrials           ,Machinery                                            ,NYSE    ,1702.58   ,1619.19         ,45.38     ,42.9889     ,49.94995330012454      ,Below Avg
